activityid,facultyid,userid,fields__activity_type,fields__actual_projected_year_of_publication_presentation,fields__author,fields__author_editor_of_larger_work,fields__author_s,fields__author_s_editor_s,fields__book_title,fields__chapter_title,fields__co_contributor,fields__co_contributor_s,fields__conference_location,fields__conference_meeting_name,fields__contributor,fields__contributor_s,fields__copyright_patent_number_id,fields__date,fields__date_or_date_range,fields__date_published,fields__description_abstract,fields__doi,fields__edition,fields__if_patent_cooperation_treaty_list_nations,fields__if_patent_has_been_assigned_to_whom,fields__if_patent_has_been_licensed_to_whom,fields__inventor_s,fields__isbn,fields__isbn_issn,fields__isbn_issn_asin,fields__isbn_issn_asin_number,fields__issn,fields__issn_isbn,fields__issue,fields__issue_number,fields__issue_number_edition,fields__journal,fields__location_of_publisher_city_state_country,fields__month,fields__month_season,fields__name_of_conference,fields__name_of_performing_group,fields__name_of_venue,fields__name_of_venue_sponsor,fields__organization_if_applicable,fields__origin,fields__outlet_if_applicable,fields__page_number_or_number_of_pages,fields__page_numbers,fields__page_numbers_of_number_of_pages,fields__page_numbers_or_number_of_pages,fields__patent_nationality,fields__presenter_s,fields__publisher,fields__publisher_location,fields__pubmed_central_id_number,fields__sponsoring_organization,fields__title,fields__title_of_contribution,fields__title_of_contribution_if_applicable,fields__title_of_intellectual_property,fields__title_of_larger_work,fields__title_of_larger_work_if_applicable,fields__title_of_presentation,fields__title_of_review,fields__title_of_work,fields__type,fields__url,fields__venue_sponsor_location_city_state_country,fields__volume,fields__web_address,fields__work_exhibit_title,attachments,status,authors
34346,111669747,111669747,,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ceramic Interconnect Technology Workshop, Denver, CO",,,,,BibTeX,,,,,,,,,,,,,Development of a monopropellant micro-nozzle and Ion Mobility spectrometer in LTCC,,,,,,,,Proceeding,,,,,,[],"[{""id"": 34346, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2004, ""termid"": ""2004/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Plumlee, D.', 'Steciak, J.', 'Moll, A.']"
34352,111669747,111669747,,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings-Electrochemical Society,,,,,BibTeX,,,,,,,,,,,,,Mems in low temperature co-fired ceramics,,,,,,,,Proceeding,,,,,,[],"[{""id"": 34352, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2003, ""termid"": ""2003/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Moll, A. J.', 'Plumlee, D. G.']"
34407,111702479,111702479,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Rural Health Association's 2017 Critical Access Hospital Conference,,,,,Manual,,,,,,,,,"Kansas City, Missouri",,,,Trustee perceptions of factors important for physician recruitment,,,,,,,,Proceeding,,,,,,[],"[{""id"": 34407, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2017, ""termid"": ""2017/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Baker III, E. T.', 'Schmitz, D.', 'Marshall, J.', 'MacKenzie, L.']"
34409,111702479,111702479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14th National Rural Health Conference,,,,,Manual,,,,,,,,,"Cairns, OLD, Australia",,,,Community Apgar: International comparisons of community capabilities to recruit and retain physicians,,,,,,,,Proceeding,,,,,,[],"[{""id"": 34409, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2017, ""termid"": ""2016/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Schmitz, D.', 'Terry, D.', 'MacKenzie, L.', 'Baker III, E. T.']"
34412,111702479,111702479,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Washington State Hospital Association & AWPHD Hospital Leadership Conference,,,,,Manual,,,,,,,,,"Chelan, Washington",,,,Attracting and retaining the physician workforce:  Use of the Community Apgar Tool,,,,,,,,Proceeding,,,,,,[],"[{""id"": 34412, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2017, ""termid"": ""2017/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Baker III, E. T.', 'Schmitz, D.']"
34414,113122305,113122305,,2017.0,,,,,,,,,,,,,,,,,"Ten Years Later: Where are they Now? This paper is focused on exploring the educational and career trajectories of the alumnae of an outreach activity for girls. The outreach activity was originally developed using an integrated marketing approach to attract girls into engineering programs [Ref]. It involves a two day, overnight experience for exiting 9th, 10th and 11th grade girls, and focuses on showcasing engineering as an exciting, creative activity, including activities developed from that perspective. Started in 2005 and held annually since then, a total of over 500 girls have participated, with approximately 85% of them coming from the University’s immediate metropolitan area. Facilitated by the College of Engineering, and largely staffed by volunteering women engineers from the region, the outreach event takes place in a small metropolitan city in the United States. At the time of its onset this was the only outreach or camp activity in that state focused on girls or young women in engineering and science. The college-going rate in this state is very low, so there is interest in any programming that increases that rate – especially for girls in engineering. The specific topic of this paper is an investigation into what has transpired in the girls’ lives relative to their educational and career plans since they participated in the program. We are interested in using the pathways forward for these girls to better understand the impact the program may be having as well as to be able to better tell the story about how one program can influence such plans. Participants in this research project are drawn from the population of 418 alumni of the program who are currently at least 18 years of age. Participants in this population for whom we have a verified email address will receive a survey (n= 173). The survey will collect information from past participants focusing on what other STEM related extracurricular programs they participated in, their post-secondary activities (education and career), and what impacted those choices. Additional data will be gathered from a smaller sample of alumni who are current students at the University (n = 40) via focus group. The data will be analyzed using qualitative methods and this paper will report on the results of the analysis. Implications for program design and follow up activities will also be discussed.",,,,,,,,,,,,,,,,,,,June,ASEE Annual Conference and Exposition,,,,,Manual,,,,,,,,ASEE,,,,,Ten Years Later: Where are they Now? ,,,,,,,,Proceeding,,,,https://peer.asee.org/28938,,[],"[{""id"": 34414, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2017, ""termid"": ""2017/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Callahan, J. M.', 'Llewellyn, D.', 'Stieha, V.', 'Delaney, A.']"
34415,113122305,113122305,,2018.0,,,,,,,,,,,,,,,,,"This paper reports on one institution’s work-in-progress to build innovation and creativity into a flexible, ABET accredited undergraduate Engineering B.S. degree that provides a variety of choices to undergraduate engineering students. The new Engineering Plus degree has a core set of required foundational courses in engineering, a multi-year design sequence, and allows for self-defined pathways. The new curriculum also offers three defined degree pathways that have been chosen based on an examination of student “fate” data: secondary education, pre-medical, and environmental studies, with additional pathways planned for the near future. The fate analysis examined the paths of students who were enrolled in an engineering or STEM major in one year and samples their major choice in the following year. This analysis maps the flow of students into and out of the major with demographic slicers to more closely understand these in-migration and out-migration choices.

This paper will detail the development of the program and its related research inquiry which includes a qualitative comparison of the students who are drawn to this new approach to engineering.",,,,,,,,,,,,,,Paper #21583,,,,,2018,ASEE Annual Conference and Exposition,,,,,Manual,,,,,,,,,Salt Lake City,,,,Work-in-Progress: Flexibility and Professional Preparation via a Multidisciplinary Engineering Curriculum,,,,,,,,Proceeding,,,,https://www.asee.org/public/conferences/106/papers/21583/view,,"[{""attachmentid"": 11372, ""mimetype"": ""application/vnd.openxmlformats-officedocument.presentationml.presentation"", ""filename"": ""~$ASEE 2018 EPlus Presentation.pptx"", ""downloadurl"": ""https://faculty180.interfolio.com/public/download.php?key=SDRwNCtxSUpsamxBQ213WS9ucHFuOXdEckhSTndUMEU1ZEl3S1FYNlk1UTRFRytxRHVPV3RGeEM1UlkwREhVeTZiSU1lSTc3SUgyV05TRGNtQ3FFYlliTVlLWDVBMU9tek11ZGFvV3liOWw5SVd6VU5PU1E1U3NZRnh0ajl3dzQ0bmlQTi9IK1kvRFZacmdnb0ZOWCtIeXhUZmw0M2x0cQ%3D%3D"", ""filesize"": 165}]","[{""id"": 34415, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2018, ""termid"": ""2017/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 34415, ""status"": ""Submitted"", ""term"": ""Fall"", ""year"": 2017, ""termid"": ""2017/02"", ""listingorder"": 2, ""completionorder"": 2}, {""id"": 34415, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2017, ""termid"": ""2016/03"", ""listingorder"": 4, ""completionorder"": 4}]","['Salzman, N.', 'Stieha, V.', 'Moll, A.', 'Lighty, J. S.']"
34620,111698609,111698609,,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reliability Physics Symposium, 2009 IEEE International",,,,,BibTeX,,,,,,,,,,,,,"Avalanche, joule breakdown and hysteresis in carbon nanotube transistors",,,,,,,,Proceeding,,,,,,[],"[{""id"": 34620, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2009, ""termid"": ""2009/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Pop, E.', 'Dutta, S.', 'Estrada, D.', 'Liao, A.']"
34622,111698609,111698609,,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Device Research Conference (DRC), 2010",,,,,BibTeX,,,,,,,,,,,,,Ultra-low power phase change memory with carbon nanotube interconnects,,,,,,,,Proceeding,,,,,,[],"[{""id"": 34622, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2010, ""termid"": ""2010/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Xiong, F.', 'Liao, A.', 'Estrada, D.', 'Pop, E.']"
34625,111698609,111698609,,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nanotechnology, 2009. IEEE-NANO 2009. 9th IEEE Conference on",,,,,BibTeX,,,,,,,,,,,,,Infrared microscopy of Joule heating in graphene field effect transistors,,,,,,,,Proceeding,,,,,,[],"[{""id"": 34625, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2009, ""termid"": ""2009/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Bae, M. H.', 'Ong, Z. Y.', 'Estrada, D.', 'Pop, E.']"
34626,111698609,111698609,,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Microelectronics and Electron Devices, 2006. WMED'06. 2006 IEEE Workshop on",,,,,BibTeX,,,,,,,,,,,,,Preliminary study of NOR digital response to single pMOSFET dielectric degradation,,,,,,,,Proceeding,,,,,,[],"[{""id"": 34626, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2006, ""termid"": ""2006/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Gorseth, T. L.', 'Estrada, D.', 'Kiepert, J.', 'Ogas, M. L.', 'Cheek, B. J.', 'Price, P. M.', 'Baker, R. J.', 'Bersuker, G.', 'Knowlton, W. B.']"
34629,111698609,111698609,,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Electron Devices and Solid-State Circuits (EDSSC), 2010 IEEE International Conference of",,,,,BibTeX,,,,,,,,,,,,,Integrating carbon-based nanoelectronics with chalcogenide phase change memory,,,,,,,,Proceeding,,,,,,[],"[{""id"": 34629, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2010, ""termid"": ""2010/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Xiong, F.', 'Liao, A.', 'Bae, M. H.', 'Estrada, D.', 'Pop, E.']"
34631,111698609,111698609,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APS March Meeting Abstracts,,,,,BibTeX,,,,,,,,,,,,,Scanning Tunneling Microscopy Study of Grain Boundaries in Graphene Grown by Chemical Vapor Deposition on Copper Foil,,,,,,,,Proceeding,,,,,,[],"[{""id"": 34631, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2011, ""termid"": ""2011/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Koepke, J.', 'Estrada, D.', 'Wood, J.', 'Pop, E.', 'Lyding, J.']"
34632,111698609,111698609,,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nanotechnology (IEEE-NANO), 2012 12th IEEE Conference on",,,,,BibTeX,,,,,,,,,,,,,Atomic-scale study of scattering and electronic properties of CVD graphene grain boundaries,,,,,,,,Proceeding,,,,,,[],"[{""id"": 34632, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2012, ""termid"": ""2012/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Koepke, J. C.', 'Wood, J. D.', 'Estrada, D.', 'Ong, Z. Y.', 'Xiong, F.', 'Pop, E.', 'Lyding, J. W.']"
34633,111698609,111698609,,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Device Research Conference, 2009. DRC 2009",,,,,BibTeX,,,,,,,,,,,,,Reduction of hysteresis in mobility measurements of carbon nanotube transistors by pulsed I--V characterization,,,,,,,,Proceeding,,,,,,[],"[{""id"": 34633, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2009, ""termid"": ""2009/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Estrada, D.', 'Dutta, S.', 'Liao, A.', 'Pop, E.']"
34634,111698609,111698609,,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IC Design \& Technology (ICICDT), 2012 IEEE International Conference on",,,,,BibTeX,,,,,,,,,,,,,Nanoscale power and heat management in electronics,,,,,,,,Proceeding,,,,,,[],"[{""id"": 34634, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2012, ""termid"": ""2012/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Serov, A. Y.', 'Li, Z.', 'Grosse, K. L.', 'Liao, A. D.', 'Estrada, D.', 'Bae, M. H.', 'Xiong, F.', 'King, W. P.', 'Pop, E.']"
34635,111698609,111698609,,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APS Meeting Abstracts,,,,,BibTeX,,,,,,,,,,,,,Infrared imaging of power dissipation in graphene field effect transistors,,,,,,,,Proceeding,,,,,,[],"[{""id"": 34635, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2010, ""termid"": ""2010/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Bae, M. H. B.', 'Ong, Z. Y.', 'Estrada, D.', 'Pop, E.']"
34640,111698609,111698609,,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASME 2012 Third International Conference on Micro/Nanoscale Heat and Mass Transfer,,,,,BibTeX,,,,,,,,,,,,,Impact of Contact Resistances on Electrical and Thermal Transport in Carbon Nanotube Network Transistors,,,,,,,,Proceeding,,,,,,[],"[{""id"": 34640, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2012, ""termid"": ""2012/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Gupta, M. P.', 'Estrada, D.', 'Pop, E.', 'Kumar, S.']"
34645,111698609,111698609,,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,American Society for Engineering Education,,,,,BibTeX,,,,,,,,,,,,,A Web Service and Interface for Electronic Device Characterization,,,,,,,,Proceeding,,,,,,[],"[{""id"": 34645, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2010, ""termid"": ""2010/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Dutta, S.', 'Prakash, S.', 'Estrada, D.', 'Pop, E.']"
34646,111698609,111698609,,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nanotechnology (IEEE-NANO), 2012 12th IEEE Conference on",,,,,BibTeX,,,,,,,,,,,,,Graphene nanopores for nucleic acid analysis,,,,,,,,Proceeding,,,,,,[],"[{""id"": 34646, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2012, ""termid"": ""2012/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Shim, J.', 'Solovyeva, V.', 'Estrada, D.', 'Banerjee, S.', 'Rivera, J.', 'Pop, E.', 'Bashir, R.']"
34647,111698609,111698609,,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nanotechnology (IEEE-NANO), 2012 12th IEEE Conference on",,,,,BibTeX,,,,,,,,,,,,,Nanosoldering carbon nanotube junctions with metal via local chemical vapor deposition for improved device performance,,,,,,,,Proceeding,,,,,,[],"[{""id"": 34647, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2012, ""termid"": ""2012/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Do, J. W.', 'Estrada, D.', 'Xie, X. U.', 'Chang, N. N.', 'Girolami, G. S.', 'Rogers, J. A.', 'Pop, E.', 'Lyding, J. W.']"
34650,111698609,111698609,,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,Meeting Abstracts,,,,,BibTeX,,,,,,,,,,,,,"Avalanche, Hysteresis, and Energy Dissipation in Carbon Nanotube Devices",,,,,,,,Proceeding,,,,,,[],"[{""id"": 34650, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2010, ""termid"": ""2010/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Pop, E.', 'Liao, A.', 'Estrada, D.', 'Ong, Z. Y.', 'Dutta, S.']"
34651,111698609,111698609,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APS March Meeting Abstracts,,,,,BibTeX,,,,,,,,,,,,,Electrochemistry of Graphene Edge Embedded Nanopores,,,,,,,,Proceeding,,,,,,[],"[{""id"": 34651, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2013, ""termid"": ""2013/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Banerjee, S.', 'Shim, J.', 'Rivera, J.', 'Jin, X.', 'Estrada, D.', 'Solovyeva, V.', 'You, X.', 'Pak, J.', 'Pop, E.', 'Aluru, N.', 'others,']"
34652,111698609,111698609,,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Semiconductor Device Research Symposium, 2009. ISDRS'09. International",,,,,BibTeX,,,,,,,,,,,,,Tailored I ON/I OFF ratio of nanotube network transistors by pulsed breakdown,,,,,,,,Proceeding,,,,,,[],"[{""id"": 34652, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2009, ""termid"": ""2009/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Estrada, D.', 'San, M. A.', 'Pecora, R.', 'Pop, E.']"
34653,111698609,111698609,,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,Meeting Abstracts,,,,,BibTeX,,,,,,,,,,,,,Infrared Images of Heat Dissipation in Graphene Ambipolar Transistors,,,,,,,,Proceeding,,,,,,[],"[{""id"": 34653, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2010, ""termid"": ""2010/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Bae, M. H.', 'Ong, Z. Y.', 'Estrada, D.', 'Pop, E.']"
34654,111698609,111698609,,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY,,,,,BibTeX,,,,,,,,,,,,,Nanometalization of single-wall carbon nanotubes and graphene quantum dots,,,,,,,,Proceeding,,,243,,,[],"[{""id"": 34654, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2012, ""termid"": ""2012/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Ye, W. E.', 'Martin, P.', 'Kumar, N.', 'Estrada, D.', 'Daly, S. R.', 'Rockett, A. A.', 'Abelson, J. R.', 'Pop, E.', 'Girolami, G. S.', 'Lyding, J. W.']"
34657,111698609,111698609,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASME 2013 International Technical Conference and Exhibition on Packaging and Integration of Electronic and Photonic Microsystems,,,,,BibTeX,,,,,,,,,,,,,High Field Breakdown of Carbon Nanotube Network Transistors,,,,,,,,Proceeding,,,,,,[],"[{""id"": 34657, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2013, ""termid"": ""2013/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Gupta, M. P.', 'Behnam, A.', 'Estrada, D.', 'Pop, E.', 'Kumar, S.']"
34659,111698609,111698609,,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APS March Meeting Abstracts,,,,,BibTeX,,,,,,,,,,,,,Toward Controlled In-Solution Stacking of Solvent Exfoliatied 2-Dimensional Nanoflakes and Heterostructures,,,,,,,,Proceeding,,,,,,[],"[{""id"": 34659, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2015, ""termid"": ""2015/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Brown, D.', 'Chang, A. N.', 'Livingston, R.', 'Estrada, D.']"
34667,111698609,111698609,,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Integrated Reliability Workshop (IIRW), 2015 IEEE International",,,,,BibTeX,,,,,,,,,,,,,Defect limited reliability and transport in carbon nanotube and graphene devices,,,,,,,,Proceeding,,,,,,[],"[{""id"": 34667, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2015, ""termid"": ""2015/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Estrada, D.']"
34721,111698609,111698609,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"March 18, 2017",Orthopaedic Research Society Annual Conference,,,,,Manual,,,,,,,,Orthopaedic Research Society ,"San Diego, CA",,,,Three-dimensional Graphene Scaffold for Musculoskeletal Tissue Engineering,,,,,,,,Proceeding,,,,,,[],"[{""id"": 34721, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2017, ""termid"": ""2016/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Yocham, K.', 'Scott, C.', 'Fujimoto, K.', 'Tanasse, E.', 'Oxford, J. T.', 'Lujan, T. J.', 'Estrada, D.']"
34728,111698609,111698609,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June,Electronic Materials Conference,,,,,Manual,,,,,,,,Materials Research Society,,,,,Electrical Transport and Power Dissipation in Aerosol-Jet-Printed Graphene Interconnects,,,,,,,,Proceeding,,,,,,[],"[{""id"": 34728, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2017, ""termid"": ""2017/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Pandhi, T.', 'Kreit, E.', 'Aga, R.', 'Fujimoto, K.', 'Mohammad, S.', 'Khademi, S.', 'Xiong, F.', 'Koehne, J.', 'Heckmana, E. M.', 'Estrada, D.']"
