activityid,facultyid,userid,fields__activity_type,fields__actual_projected_year_of_publication_presentation,fields__author,fields__author_editor_of_larger_work,fields__author_s,fields__author_s_editor_s,fields__book_title,fields__chapter_title,fields__co_contributor,fields__co_contributor_s,fields__conference_location,fields__conference_meeting_name,fields__contributor,fields__contributor_s,fields__copyright_patent_number_id,fields__date,fields__date_or_date_range,fields__date_published,fields__description_abstract,fields__doi,fields__edition,fields__if_patent_cooperation_treaty_list_nations,fields__if_patent_has_been_assigned_to_whom,fields__if_patent_has_been_licensed_to_whom,fields__inventor_s,fields__isbn,fields__isbn_issn,fields__isbn_issn_asin,fields__isbn_issn_asin_number,fields__issn,fields__issn_isbn,fields__issue,fields__issue_number,fields__issue_number_edition,fields__journal,fields__location_of_publisher_city_state_country,fields__month,fields__month_season,fields__name_of_conference,fields__name_of_performing_group,fields__name_of_venue,fields__name_of_venue_sponsor,fields__organization_if_applicable,fields__origin,fields__outlet_if_applicable,fields__page_number_or_number_of_pages,fields__page_numbers,fields__page_numbers_of_number_of_pages,fields__page_numbers_or_number_of_pages,fields__patent_nationality,fields__presenter_s,fields__publisher,fields__publisher_location,fields__pubmed_central_id_number,fields__sponsoring_organization,fields__title,fields__title_of_contribution,fields__title_of_contribution_if_applicable,fields__title_of_intellectual_property,fields__title_of_larger_work,fields__title_of_larger_work_if_applicable,fields__title_of_presentation,fields__title_of_review,fields__title_of_work,fields__type,fields__url,fields__venue_sponsor_location_city_state_country,fields__volume,fields__web_address,fields__work_exhibit_title,attachments,status,authors
54651,111110237,111110237,,2021.0,,Graeme Dunphy and Paul Scott,,,The Year's Work in Modern Language Studies,"German Studies: Literature, 1990 to the Present",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,589-600,,,,,Brill ,Leiden,,,,,,,,,,,,Chapter,,,81,,,[],"[{""id"": 54651, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2021, ""termid"": ""2021/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Henderson, H.']"
54658,114043970,114043970,,2020.0,,,,,Sage handbook on evolutionary psychology,Evolution and Punishment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,,,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 54658, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2020, ""termid"": ""2019/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 54658, ""status"": ""In Press"", ""term"": ""Fall"", ""year"": 2019, ""termid"": ""2019/02"", ""listingorder"": 5, ""completionorder"": 5}, {""id"": 54658, ""status"": ""In Press"", ""term"": ""Spring"", ""year"": 2019, ""termid"": ""2018/03"", ""listingorder"": 5, ""completionorder"": 5}, {""id"": 54658, ""status"": ""In Progress"", ""term"": ""Fall"", ""year"": 2018, ""termid"": ""2018/02"", ""listingorder"": 1, ""completionorder"": 1}]","['Wells, J.', 'Walsh, A.', 'Jorgensen, C.']"
54960,112180267,112180267,,2020.0,,"N. Cossa, J. J. Araujo, A. Babino, & R. D. Johnson",,,Building Bridges with and for Literacy: The 42nd Association of Literacy Educators and Researchers Yearbook,Using think-alouds to support and enhance English Language Learners’ comprehension of multimodal texts,,,,,,,,,,,,978-1-883604-09-7,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,125-142,,,,,Association of Literacy Educators and Researchers,,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 54960, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2020, ""termid"": ""2020/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Wright, K. L.', 'Son, E.', 'Guo, D.']"
55081,114179860,114179860,,2018.0,,,,,Brand Touch Points,Fostering Connections between Sports Teams and Consumers,,,,,,,,,,,,978-1-53613-566-4,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,Nova Science Publishers,,,,,,,,,,,,,Chapter,,,,,,"[{""attachmentid"": 31436, ""mimetype"": ""application/pdf"", ""filename"": ""VELTRI Fostering Connections Between Sports Teams.pdf"", ""downloadurl"": ""https://faculty180.interfolio.com/public/download.php?key=SDRwNCtxSUpsamxBQ213WS9ucHFuOXdEckhSTndUMEU1ZEl3S1FYNlk1UTRFRytxRHVPV3RGeEM1UlkwREhVeW1KUlhWN2tRSzlpb2p3a3pPbEd3QVM0NjJ0aUxEcDRJdlM4YTZ3V3IzTFh4aitCbWo5eFdtKzQ3MTFrQmVUcGZwTEhCbXFnMzh0bnNhOTJYa1JyQkRWMzZFbGxPK2FJb1FWSjZWSDRLTXNNPQ%3D%3D"", ""filesize"": 3041773}]","[{""id"": 55081, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2018, ""termid"": ""2018/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Veltri, F. R.', 'Mercurio, K. R.']"
55143,111323598,111323598,,2022.0,,K. Getz and M. Brodsky (Eds.),,,The Data Literacy Cookbook,Research Data Management Stone Soup: Gauging Team Competencies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,211-213,,,,,ACRL,,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 55143, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2022, ""termid"": ""2022/02"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 55143, ""status"": ""Revise &amp; Resubmit"", ""term"": ""Spring"", ""year"": 2021, ""termid"": ""2020/03"", ""listingorder"": 3, ""completionorder"": 3}]","['Shook, E. R.', 'Davis, G. M.', 'Armstrong, P. M.', 'Dworak, E.', 'Paul, Y.']"
55536,112139145,112139145,,2021.0,,Kathryn West and Linda Trinh Moser ,,,Critical Insights: AmyTan,"From ""No Name Woman"" to Gu Liu Xin: Ghosts and Writing in The Bonesetter's Daughter""",,,,,,,,,,,"From “No Name Woman” to Gu Liu Xin: 
Ghost Writing in Amy Tan’s The Bonesetter’s Daughter

In the epilogue to The Bonesetter’s Daughter, Amy Tan offers a scene that combines the adult writer, Ruth Young, at her desk developing a story with the writer’s childhood memory of writing messages from a ghost on a tea-tray lined with sand. By fusing the two in one scene, Tan provides an apt metaphor for the work she performs throughout her fiction, that of investigating and reclaiming aspects of the past in order to define the self, align it with female ancestors, and orient it toward the future. The image of the daughter at the tea-tray writing out messages from the dead symbolizes the “possession” of the daughter by her ghostly female ancestor. This possession is not a passive state but an active one, for the daughter exercises her agency as a writer by using her imagination and responding through her written words to the to her mother about Precious Auntie.
Moreover, the story of Precious Auntie in The Bonesetter’s Daughter may be interpreted as a creative adaptation of “No Name Woman,” the first chapter of Maxine Hong Kingston’s The Woman Warrior. Tan borrows the topos of the patriarchal silencing of women from Kingston as well as the imagery of paper and ink to recover the silenced female ancestor.
In The Bonesetter’s Daughter, the fact that the family manufactures ink is a critical feature of LiLing’s childhood experience and her relationship with Precious Auntie.  Given that ink is the means by which Precious Auntie tries to kill herself (the first time) and instead injures and disfigures herself, it is also a primary element in the plot of Precious Auntie’s life story. LiLing’s calligraphy and Ruth’s own work as a writer are part of the family of images relating to writing in the novel. 
These images provide a strong parallel to the writing metaphors in “No Name Woman” and “White Tigers,” the first two chapters of Kingston’s Woman Warrior.  In “No Name Woman,” Kingston figures her memoir about her anonymous aunt as a tribute or homage, taking the place of origami offerings to the dead. In “White Tigers,” Kingston portrays the long section in which Maxine “becomes” Fa Mu Lan as an imaginative entering into an ink drawing, a passage that focuses on the similarity between the image of a bird in flight with that of the Chinese ideograph for “human.” This image symbolizes Kingston’s active engagement with the tale of Fa Mu Lan in her work as a writer.  In turn, Tan’s adaptation and revision of Kingston’s anonymous aunt in The Bonesetter’s Daughter similarly foregrounds images of writing. Tan does so in order to transfigure the anonymous aunt, a deliberately forgotten female ancestor, into a mother with a name and life story.

Jeff Westover (jeffreywestover@boisestate.edu)
182 E Gettysburg St., Boise, ID 83706     
208.598.6566
",. ISBN 978-1-64265-994-8,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,105-120,,,,,Salem, Grey House Publishing • 4919 Route 22 • Amenia • NY 12501,,,,,,,,,,,,Chapter,,,,,,"[{""attachmentid"": 31878, ""mimetype"": ""application/pdf"", ""filename"": ""Boise State University Mail - Might you...pdf"", ""downloadurl"": ""https://faculty180.interfolio.com/public/download.php?key=SDRwNCtxSUpsamxBQ213WS9ucHFuOXdEckhSTndUMEU1ZEl3S1FYNlk1UTRFRytxRHVPV3RGeEM1UlkwREhVeUhJRXRBWEhMK1htcXhHNURHNjF1a2hjM3VYL1NxUUVPM3h0bTlUTnR5RlhYaC9sYUY2UncvZWpiVDlRUnQ2YW5SSjJCa01rM0xPQUt3bDlKVmIvQnE5L29wUU9NUzd4eg%3D%3D"", ""filesize"": 322570}, {""attachmentid"": 31879, ""mimetype"": ""application/vnd.openxmlformats-officedocument.wordprocessingml.document"", ""filename"": ""WESTOVER From “No Name Woman” to Gu Liu Xin- Ghosts and Writing in The Bonesetter’s Daughter lm kw jw.docx"", ""downloadurl"": ""https://faculty180.interfolio.com/public/download.php?key=SDRwNCtxSUpsamxBQ213WS9ucHFuOXdEckhSTndUMEU1ZEl3S1FYNlk1UTRFRytxRHVPV3RGeEM1UlkwREhVeUhJRXRBWEhMK1htcXhHNURHNjF1a3Brdk5XbDh4WmVlMWc4MHhCempITkhOL1FSdlA5MHR2ZWJRclVrUExWNVQ4MVdxRXRzamNsZHpCV0R3NVZ1M3hEdHkvYm5NM2c1YlVVMUltd0s3SGxvVE1JTkM1aTVaRiszREI3WWVuS3F6N2ZTYjd0ME1tN2VXdW1xc2ltTUdkdm56ZzBuMVhHbjUxZ3BvaGxjMC8wcUs2MmJDQThGV3JBNHU4dDk3M3BuNXYwRVJqVGF6QkYwVFRjcUtFcUdRTFE9PQ%3D%3D"", ""filesize"": 48780}, {""attachmentid"": 31880, ""mimetype"": ""application/vnd.openxmlformats-officedocument.wordprocessingml.document"", ""filename"": ""Westover Key Words.docx"", ""downloadurl"": ""https://faculty180.interfolio.com/public/download.php?key=SDRwNCtxSUpsamxBQ213WS9ucHFuOXdEckhSTndUMEU1ZEl3S1FYNlk1UTRFRytxRHVPV3RGeEM1UlkwREhVeUhJRXRBWEhMK1htcXhHNURHNjF1a2padDFyREhpNkVWd2Q5cEIwNmJ5TnhVc05GMDF4ZGpYd2xTUHhBY0xVc1BmTEZOK1hqZVcybz0%3D"", ""filesize"": 12607}, {""attachmentid"": 31881, ""mimetype"": ""application/vnd.openxmlformats-officedocument.wordprocessingml.document"", ""filename"": ""Westover Bio Brief 2021.docx"", ""downloadurl"": ""https://faculty180.interfolio.com/public/download.php?key=SDRwNCtxSUpsamxBQ213WS9ucHFuOXdEckhSTndUMEU1ZEl3S1FYNlk1UTRFRytxRHVPV3RGeEM1UlkwREhVeUhJRXRBWEhMK1htcXhHNURHNjF1a3RwZkpaaXNVQWtad2Q5cEIwNmJ5Tncwd1hWMGdNcXJYU2VCYjlvQlZLM3NDYlZRNnYrNTNFRT0%3D"", ""filesize"": 12898}, {""attachmentid"": 32045, ""mimetype"": ""application/pdf"", ""filename"": ""Amy_Tan_Westover-signed.pdf"", ""downloadurl"": ""https://faculty180.interfolio.com/public/download.php?key=SDRwNCtxSUpsamxBQ213WS9ucHFuOXdEckhSTndUMEU1ZEl3S1FYNlk1UTRFRytxRHVPV3RGeEM1UlkwREhVeUhJRXRBWEhMK1htcmlqZXpPWVVGditiM0tDTFZZUzFaanBiUkdNaWNNT3lDYzRwejhJUHpuOHYxRVVURHQwOG5yb1dBU1ptSXpMOD0%3D"", ""filesize"": 209934}, {""attachmentid"": 33266, ""mimetype"": ""application/vnd.openxmlformats-officedocument.wordprocessingml.document"", ""filename"": ""Corrected ch  010122.docx"", ""downloadurl"": ""https://faculty180.interfolio.com/public/download.php?key=SDRwNCtxSUpsamxBQ213WS9ucHFuOXdEckhSTndUMEU1ZEl3S1FYNlk1UTRFRytxRHVPV3RGeEM1UlkwREhVeUhJRXRBWEhMK1hteVg4cEJHUmQ4TmFweTY0VGI5K1pjMDNUcjJRWGswcWt1RkRhRytEZnpPUVFlaHdINmdqdGxBcmIrejVjSFM3QT0%3D"", ""filesize"": 37580}]","[{""id"": 55536, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2021, ""termid"": ""2021/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Westover, J. W.']"
55703,114105910,114105910,,2021.0,,"G.R. Ferris, P.L Perrewe, A. Akande",,,"Emerging trends in global organizational science phenomena: critical roles of politics, leadership, stress, and context",Psychological need strength and work motivation as sequential mediators in the perceived organizational politics – job performance relationship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,211-230,,,,,,,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 55703, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2021, ""termid"": ""2020/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 55703, ""status"": ""Accepted"", ""term"": ""Summer"", ""year"": 2020, ""termid"": ""2020/01"", ""listingorder"": 4, ""completionorder"": 4}]","['Ejaz, A.', 'Lacaze, D.', 'Maher, L. P.', 'Ferris, G. R.']"
55801,112139145,112139145,,2022.0,,David J. Nordloh,,,American Literary Scholarship,Poetry 1900 to 1950,,,,,,,,,,,,10.1215/00659142-9580596 ,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,327-47,,,,,Duke University Press,"Durham, North Carolina",,,,,,,,,,,,Chapter,,,58,,,"[{""attachmentid"": 32044, ""mimetype"": ""application/vnd.openxmlformats-officedocument.wordprocessingml.document"", ""filename"": ""ALS 2020 080721.docx"", ""downloadurl"": ""https://faculty180.interfolio.com/public/download.php?key=SDRwNCtxSUpsamxBQ213WS9ucHFuOXdEckhSTndUMEU1ZEl3S1FYNlk1UTRFRytxRHVPV3RGeEM1UlkwREhVeUhJRXRBWEhMK1htcmlqZXpPWVVGdjE1RUZKMk51RDZSR0laWjB5TEIwQ1BkS1Fka0NOKzRMZ20xVU9yL3VkeEI%3D"", ""filesize"": 68472}, {""attachmentid"": 45461, ""mimetype"": ""application/pdf"", ""filename"": ""ALS 2020.pdf"", ""downloadurl"": ""https://faculty180.interfolio.com/public/download.php?key=SDRwNCtxSUpsamxBQ213WS9ucHFuOXdEckhSTndUMEU1ZEl3S1FYNlk1UTRFRytxRHVPV3RGeEM1UlkwREhVeUhJRXRBWEhMK1hsazBhNk5rWVdic1RTUGdaNXpNb3FjSmg1OEtWU3lwRHNxSWIrQXdyOVR0QT09"", ""filesize"": 970759}]","[{""id"": 55801, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2022, ""termid"": ""2021/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 55801, ""status"": ""In Progress"", ""term"": ""Fall"", ""year"": 2021, ""termid"": ""2021/02"", ""listingorder"": 1, ""completionorder"": 1}, {""id"": 55801, ""status"": ""In Progress"", ""term"": ""Spring"", ""year"": 2021, ""termid"": ""2020/03"", ""listingorder"": 1, ""completionorder"": 1}]","['Westover, J. W.']"
55870,112139967,112139967,,2022.0,,,,,Taking eService-learning to the next level: Addressing social problems in communities in times of crisis,Real projects for real community clients: Combining eService-learning and project-based learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,Stylus,,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 55870, ""status"": ""In Press"", ""term"": ""Fall"", ""year"": 2021, ""termid"": ""2021/02"", ""listingorder"": 5, ""completionorder"": 5}]","['Villachica, S. W.', 'Giacumo, L.', 'Mammenga, J.']"
55871,112139967,112139967,,2022.0,,J. Stefaniak and R. Reese ,,,The instructional design trainer’s guide: Authentic practices and considerations for mentoring ID and ed tech professionals,Preparing instructional designers to scale needs assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,Routledge,,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 55871, ""status"": ""In Press"", ""term"": ""Fall"", ""year"": 2021, ""termid"": ""2021/02"", ""listingorder"": 5, ""completionorder"": 5}]","['Stefaniak, J.', 'Giacumo, L.', 'Villachica, S. W.']"
56068,112054227,112054227,,2021.0,,Dr. Stephen Jackowicz Dr. Ismail Sahin,,,"Online Education during the COVID-19 Pandemic: Issues, Benefits, Challenges, and Strategies",The Global Impact of the Covid-19 Pandemic and Online Learning: A Multinational Study,,,,,,,,,,,"After an unprecedented year of transformation to the educational landscape, schools are 
grappling with challenges and learning experiences that never could have been predicted. 
During times of global uncertainty, the demand for innovative learning and teaching across 
the globe must be stepped up and at the forefront of educational endeavors. The challenges 
and formidable impact of the global COVID-19 pandemic have stretched educational systems 
throughout the world to reassess their goals as students and educators are asked to teach and 
learn from home while distancing themselves from others. The opportunity to address the 
myriad challenges that we are faced with and provide a quality education for all students 
incorporating technology and innovative strategies for online learning in order to meet the 
multifaceted needs of our students requires us to revolutionize the learning experience and 
carefully address the numerous dimensions yielded by these profound changes. This chapter 
provides an overview of inputs from the field in the United States and a discussion of 
alternatives found globally. It focuses on the strategies and resources to reinvigorate 
education acknowledging that online learning is tantamount to helping our students learn. 
Interviews with educators, students and parents are presented to offer insight from various 
persprectives. Examples of research-based strategies are provided to strengthen lesson design, 
pedagogical input, and expand the knowledge of creative resources. ", 978-1-952092-20-6,1,,,,,,,,,,,,,,,,,,,,,,,Manual,,,1-18,,,,,ISTES Organization  ,"Monument, CO, USA",,,,,,,,,,,,Chapter,,,1,,,[],"[{""id"": 56068, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2021, ""termid"": ""2021/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Boothe, D. R.']"
56171,114135309,114135309,,2022.0,,R. Gilmore & J. Lockman (Eds.),,,Advances in Child Development,A model for using developmental science to create effective early intervention programs and technologies to improve children’s developmental outcomes.,,,,,,,,,,,,10.1016/bs.acdb.2021.12.003,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,231–268,,,,,Elsevier Inc. ,NY,,,,,,,,,,,,Chapter,,,62,,,[],"[{""id"": 56171, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2022, ""termid"": ""2021/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Babik, I.', 'Cunha, A. B.', 'Lobo, M. A.']"
56397,114022280,114022280,,2021.0,,,,,Thinking through Science and Technology: An International Collection of Interdisciplinary Essays,"Momentum, Interrupted: Developing Habits of Discernment in Engineering and Beyond",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,Rowman & Littlefield International,,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 56397, ""status"": ""Accepted"", ""term"": ""Fall"", ""year"": 2022, ""termid"": ""2022/02"", ""listingorder"": 4, ""completionorder"": 4}, {""id"": 56397, ""status"": ""Revise &amp; Resubmit"", ""term"": ""Fall"", ""year"": 2021, ""termid"": ""2021/02"", ""listingorder"": 3, ""completionorder"": 3}, {""id"": 56397, ""status"": ""Revise &amp; Resubmit"", ""term"": ""Spring"", ""year"": 2021, ""termid"": ""2020/03"", ""listingorder"": 3, ""completionorder"": 3}]","['Schneider, J.']"
56896,114025971,114025971,,2021.0,,"N. Lovrich, F.A. Benjamin, J.C. Pierce, and W.D. Schreckhise",,,Outside Looking in: Lobbyist's Views on Civil Discourse in US State Legislatures,Modeling the Sources of Cross-State Differences in Legislative Civility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,Washington State University,"Pullman, WA",,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 56896, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2021, ""termid"": ""2021/01"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 56896, ""status"": ""Accepted"", ""term"": ""Fall"", ""year"": 2020, ""termid"": ""2020/02"", ""listingorder"": 4, ""completionorder"": 4}, {""id"": 56896, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2020, ""termid"": ""2019/03"", ""listingorder"": 4, ""completionorder"": 4}]","['Fowler, N. L.', 'Kettler, J. J.', 'Witt, S. L.']"
56925,111110548,111110548,,2022.0,,,,,Research on Autism in the Workplace and Generation A. ,Investigating Recommended Jobs for Generation A Individuals with High Functioning Autism to Enhance Person-Job Fit.,,,,,,,,,,,,,,,,,,doi:10.1108/978-1-80071-256-020211005 ,,,,,,,,,,,,,,,,,,Manual,,,69-91,,,,,Emerald Publishing,"Somerville, MA",,,,,,,,,,,,Chapter,,,,https://doi.org/10.1108/978-1-80071-256-020211005,,[],"[{""id"": 56925, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2022, ""termid"": ""2021/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 56925, ""status"": ""Accepted"", ""term"": ""Fall"", ""year"": 2021, ""termid"": ""2021/02"", ""listingorder"": 4, ""completionorder"": 4}]","['Kaupins, G.']"
56932,111110548,111110548,,2022.0,,,,,Teach Business Studies With a Sense of Humor: Why (and How to) Be a Funnier and More Effective Business Studies Teacher and Laugh All the Way to Your Classroom. ,The Joke-Challenged Autistic Business Professor and other Geek Mythologies.,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,Manual,,,6 pages,,,,,Curious Academic Publishing,"Canberra, Austrialia",,,,,,,,,,,,Chapter,,,1,https://bit.ly/teach-business,,[],"[{""id"": 56932, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2022, ""termid"": ""2021/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 56932, ""status"": ""Accepted"", ""term"": ""Fall"", ""year"": 2021, ""termid"": ""2021/02"", ""listingorder"": 4, ""completionorder"": 4}]","['Kaupins, G.']"
56996,113121174,113121174,,2021.0,,,,,Cultural Studies in the Digital Age,“Credit Where Debit is Due: Finance and Consumer Credit in Popular Culture”,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,SDSU Press/CODE[X],,,,,,,,,,,,,Chapter,,,,,,"[{""attachmentid"": 33467, ""mimetype"": ""application/pdf"", ""filename"": ""Credit Where Debit is Due--Book Chapter.pdf"", ""downloadurl"": ""https://faculty180.interfolio.com/public/download.php?key=SDRwNCtxSUpsamxBQ213WS9ucHFuOXdEckhSTndUMEU1ZEl3S1FYNlk1UTRFRytxRHVPV3RGeEM1UlkwREhVeTZiSU1lSTc3SUgzYW44TFAvaGlVSHVFQk1HdFdzSmhUQ0d5bTlxT0xodmxOTkVpUXRxUW13alNuNHE3K0FIbTk0WEtPcnlCcXdoalZJNncyNGxrWEdLNkZnRW1aaU15Lw%3D%3D"", ""filesize"": 2266597}]","[{""id"": 56996, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2021, ""termid"": ""2021/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Clare, R.']"
57074,111643447,111643447,,2022.0,,Mark Lamport,,,Handbook of Contemporary Christianity,Snapshot: Four Centuries of Christianity in the United States,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,Manual,,,8-26,,,,,Rowman and Littlefield,,,,,,,,,,,,,Chapter,,,1,https://www.amazon.com/Rowman-Littlefield-Handbook-Contemporary-Christianity/dp/1538138808/ref=sr_1_11?qid=1644878940&refinements=p_27%3AMark+A+Lamport&s=books&sr=1-11,,[],"[{""id"": 57074, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2022, ""termid"": ""2021/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Gill, J. K.']"
